"ID","Name","LongName","Parent","McCC","CLOC","PDA","PUA","LLOC","LOC","ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of previous fixes","NoDevCommits","Number of committers","NoPreviousModifications","bug"
"L13603","NodesInfoAction.java","src/main/java/org/elasticsearch/action/admin/cluster/node/info/NodesInfoAction.java","L13601","1","0","1","2","18","46","L13252","NodesInfoAction.java","src/main/java/org/elasticsearch/action/admin/cluster/node/info/NodesInfoAction.java","L13250","1","0","18","1","1466","3","3","0"
"L13604","NodesInfoRequest.java","src/main/java/org/elasticsearch/action/admin/cluster/node/info/NodesInfoRequest.java","L13601","1","0","22","3","134","251","L13253","NodesInfoRequest.java","src/main/java/org/elasticsearch/action/admin/cluster/node/info/NodesInfoRequest.java","L13250","1","0","134","1","244","5","12","0"
"L13605","NodesInfoRequestBuilder.java","src/main/java/org/elasticsearch/action/admin/cluster/node/info/NodesInfoRequestBuilder.java","L13601","1","0","11","2","58","126","L13254","NodesInfoRequestBuilder.java","src/main/java/org/elasticsearch/action/admin/cluster/node/info/NodesInfoRequestBuilder.java","L13250","1","0","58","1","1466","4","8","0"
"L13606","NodesInfoResponse.java","src/main/java/org/elasticsearch/action/admin/cluster/node/info/NodesInfoResponse.java","L13601","19","0","1","7","111","154","L13255","NodesInfoResponse.java","src/main/java/org/elasticsearch/action/admin/cluster/node/info/NodesInfoResponse.java","L13250","19","0","111","1","4735","7","15","0"
"L13607","PluginInfo.java","src/main/java/org/elasticsearch/action/admin/cluster/node/info/PluginInfo.java","L13601","12","0","7","9","128","200","L13256","PluginInfo.java","src/main/java/org/elasticsearch/action/admin/cluster/node/info/PluginInfo.java","L13250","12","0","128","0","811","4","5","0"
"L13608","PluginsInfo.java","src/main/java/org/elasticsearch/action/admin/cluster/node/info/PluginsInfo.java","L13601","4","0","0","9","57","90","L13257","PluginsInfo.java","src/main/java/org/elasticsearch/action/admin/cluster/node/info/PluginsInfo.java","L13250","4","0","57","0","1466","2","2","0"
"L13609","TransportNodesInfoAction.java","src/main/java/org/elasticsearch/action/admin/cluster/node/info/TransportNodesInfoAction.java","L13601","3","0","1","1","92","135","L13258","TransportNodesInfoAction.java","src/main/java/org/elasticsearch/action/admin/cluster/node/info/TransportNodesInfoAction.java","L13250","3","0","92","1","1466","4","13","0"
"L14203","NodesRestartAction.java","src/main/java/org/elasticsearch/action/admin/cluster/node/restart/NodesRestartAction.java","L14202","1","0","1","2","18","46","L13838","NodesRestartAction.java","src/main/java/org/elasticsearch/action/admin/cluster/node/restart/NodesRestartAction.java","L13837","1","0","18","1","1466","3","3","0"
"L14204","NodesRestartRequest.java","src/main/java/org/elasticsearch/action/admin/cluster/node/restart/NodesRestartRequest.java","L14202","1","0","4","3","35","80","L13839","NodesRestartRequest.java","src/main/java/org/elasticsearch/action/admin/cluster/node/restart/NodesRestartRequest.java","L13837","1","0","35","1","1466","3","6","0"
"L14205","NodesRestartRequestBuilder.java","src/main/java/org/elasticsearch/action/admin/cluster/node/restart/NodesRestartRequestBuilder.java","L14202","1","0","3","1","23","58","L13840","NodesRestartRequestBuilder.java","src/main/java/org/elasticsearch/action/admin/cluster/node/restart/NodesRestartRequestBuilder.java","L13837","1","0","23","1","1466","4","6","0"
"L14206","NodesRestartResponse.java","src/main/java/org/elasticsearch/action/admin/cluster/node/restart/NodesRestartResponse.java","L14202","3","0","1","6","43","76","L13841","NodesRestartResponse.java","src/main/java/org/elasticsearch/action/admin/cluster/node/restart/NodesRestartResponse.java","L13837","3","0","43","1","1466","2","3","0"
"L14207","TransportNodesRestartAction.java","src/main/java/org/elasticsearch/action/admin/cluster/node/restart/TransportNodesRestartAction.java","L14202","9","0","1","1","135","181","L13842","TransportNodesRestartAction.java","src/main/java/org/elasticsearch/action/admin/cluster/node/restart/TransportNodesRestartAction.java","L13837","9","0","135","2","1466","3","11","0"
"L14398","NodesShutdownAction.java","src/main/java/org/elasticsearch/action/admin/cluster/node/shutdown/NodesShutdownAction.java","L14397","1","0","1","2","18","46","L14026","NodesShutdownAction.java","src/main/java/org/elasticsearch/action/admin/cluster/node/shutdown/NodesShutdownAction.java","L14025","1","0","18","1","1466","3","3","0"
"L14399","NodesShutdownRequest.java","src/main/java/org/elasticsearch/action/admin/cluster/node/shutdown/NodesShutdownRequest.java","L14397","1","0","5","6","58","111","L14027","NodesShutdownRequest.java","src/main/java/org/elasticsearch/action/admin/cluster/node/shutdown/NodesShutdownRequest.java","L14025","1","0","58","1","1466","3","6","0"
"L14400","NodesShutdownRequestBuilder.java","src/main/java/org/elasticsearch/action/admin/cluster/node/shutdown/NodesShutdownRequestBuilder.java","L14397","1","0","5","1","31","74","L14028","NodesShutdownRequestBuilder.java","src/main/java/org/elasticsearch/action/admin/cluster/node/shutdown/NodesShutdownRequestBuilder.java","L14025","1","0","31","1","1466","4","6","0"
"L14401","NodesShutdownResponse.java","src/main/java/org/elasticsearch/action/admin/cluster/node/shutdown/NodesShutdownResponse.java","L14397","3","0","1","5","41","74","L14029","NodesShutdownResponse.java","src/main/java/org/elasticsearch/action/admin/cluster/node/shutdown/NodesShutdownResponse.java","L14025","3","0","41","1","1466","3","5","0"
"L14402","TransportNodesShutdownAction.java","src/main/java/org/elasticsearch/action/admin/cluster/node/shutdown/TransportNodesShutdownAction.java","L14397","24","0","1","1","250","318","L14030","TransportNodesShutdownAction.java","src/main/java/org/elasticsearch/action/admin/cluster/node/shutdown/TransportNodesShutdownAction.java","L14025","24","0","250","3","1466","5","17","3"
"L14696","NodeStats.java","src/main/java/org/elasticsearch/action/admin/cluster/node/stats/NodeStats.java","L14691","32","0","8","10","254","333","L14314","NodeStats.java","src/main/java/org/elasticsearch/action/admin/cluster/node/stats/NodeStats.java","L14309","32","0","254","1","4735","7","18","0"
"L14692","NodesStatsAction.java","src/main/java/org/elasticsearch/action/admin/cluster/node/stats/NodesStatsAction.java","L14691","1","0","1","2","18","46","L14310","NodesStatsAction.java","src/main/java/org/elasticsearch/action/admin/cluster/node/stats/NodesStatsAction.java","L14309","1","0","18","1","1466","3","3","0"
"L14693","NodesStatsRequest.java","src/main/java/org/elasticsearch/action/admin/cluster/node/stats/NodesStatsRequest.java","L14691","2","0","22","5","155","274","L14311","NodesStatsRequest.java","src/main/java/org/elasticsearch/action/admin/cluster/node/stats/NodesStatsRequest.java","L14309","2","0","155","1","1466","5","14","0"
"L14694","NodesStatsRequestBuilder.java","src/main/java/org/elasticsearch/action/admin/cluster/node/stats/NodesStatsRequestBuilder.java","L14691","1","0","13","2","67","143","L14312","NodesStatsRequestBuilder.java","src/main/java/org/elasticsearch/action/admin/cluster/node/stats/NodesStatsRequestBuilder.java","L14309","1","0","67","1","1466","4","10","0"
"L14695","NodesStatsResponse.java","src/main/java/org/elasticsearch/action/admin/cluster/node/stats/NodesStatsResponse.java","L14691","5","0","1","5","57","91","L14313","NodesStatsResponse.java","src/main/java/org/elasticsearch/action/admin/cluster/node/stats/NodesStatsResponse.java","L14309","5","0","57","1","1466","5","12","0"
"L14697","TransportNodesStatsAction.java","src/main/java/org/elasticsearch/action/admin/cluster/node/stats/TransportNodesStatsAction.java","L14691","3","0","1","1","92","135","L14315","TransportNodesStatsAction.java","src/main/java/org/elasticsearch/action/admin/cluster/node/stats/TransportNodesStatsAction.java","L14309","3","0","92","1","1466","5","14","0"
"L15148","DeleteRepositoryAction.java","src/main/java/org/elasticsearch/action/admin/cluster/repositories/delete/DeleteRepositoryAction.java","L15147","1","0","1","2","18","48","L14744","DeleteRepositoryAction.java","src/main/java/org/elasticsearch/action/admin/cluster/repositories/delete/DeleteRepositoryAction.java","L14743","1","0","18","1","1466","2","2","0"
"L15149","DeleteRepositoryRequest.java","src/main/java/org/elasticsearch/action/admin/cluster/repositories/delete/DeleteRepositoryRequest.java","L15147","2","0","4","3","42","94","L14745","DeleteRepositoryRequest.java","src/main/java/org/elasticsearch/action/admin/cluster/repositories/delete/DeleteRepositoryRequest.java","L14743","2","0","42","1","1466","3","3","0"
"L15150","DeleteRepositoryRequestBuilder.java","src/main/java/org/elasticsearch/action/admin/cluster/repositories/delete/DeleteRepositoryRequestBuilder.java","L15147","1","0","4","0","21","65","L14746","DeleteRepositoryRequestBuilder.java","src/main/java/org/elasticsearch/action/admin/cluster/repositories/delete/DeleteRepositoryRequestBuilder.java","L14743","1","0","21","1","1466","2","2","0"
"L15151","DeleteRepositoryResponse.java","src/main/java/org/elasticsearch/action/admin/cluster/repositories/delete/DeleteRepositoryResponse.java","L15147","1","0","1","2","22","53","L14747","DeleteRepositoryResponse.java","src/main/java/org/elasticsearch/action/admin/cluster/repositories/delete/DeleteRepositoryResponse.java","L14743","1","0","22","1","1466","3","3","0"
"L15152","TransportDeleteRepositoryAction.java","src/main/java/org/elasticsearch/action/admin/cluster/repositories/delete/TransportDeleteRepositoryAction.java","L15147","1","0","1","1","58","93","L14748","TransportDeleteRepositoryAction.java","src/main/java/org/elasticsearch/action/admin/cluster/repositories/delete/TransportDeleteRepositoryAction.java","L14743","1","0","58","1","1466","2","3","3"
"L15323","GetRepositoriesAction.java","src/main/java/org/elasticsearch/action/admin/cluster/repositories/get/GetRepositoriesAction.java","L15322","1","0","1","2","18","48","L14919","GetRepositoriesAction.java","src/main/java/org/elasticsearch/action/admin/cluster/repositories/get/GetRepositoriesAction.java","L14918","1","0","18","1","1466","2","2","0"
"L15324","GetRepositoriesRequest.java","src/main/java/org/elasticsearch/action/admin/cluster/repositories/get/GetRepositoriesRequest.java","L15322","2","0","4","3","44","101","L14920","GetRepositoriesRequest.java","src/main/java/org/elasticsearch/action/admin/cluster/repositories/get/GetRepositoriesRequest.java","L14918","2","0","44","1","1466","3","4","0"
"L15325","GetRepositoriesRequestBuilder.java","src/main/java/org/elasticsearch/action/admin/cluster/repositories/get/GetRepositoriesRequestBuilder.java","L15322","1","0","5","0","26","79","L14921","GetRepositoriesRequestBuilder.java","src/main/java/org/elasticsearch/action/admin/cluster/repositories/get/GetRepositoriesRequestBuilder.java","L14918","1","0","26","1","474","3","3","0"
"L15326","GetRepositoriesResponse.java","src/main/java/org/elasticsearch/action/admin/cluster/repositories/get/GetRepositoriesResponse.java","L15322","3","0","3","2","48","93","L14922","GetRepositoriesResponse.java","src/main/java/org/elasticsearch/action/admin/cluster/repositories/get/GetRepositoriesResponse.java","L14918","3","0","48","1","1466","2","2","0"
"L15327","TransportGetRepositoriesAction.java","src/main/java/org/elasticsearch/action/admin/cluster/repositories/get/TransportGetRepositoriesAction.java","L15322","8","0","1","1","71","103","L14923","TransportGetRepositoriesAction.java","src/main/java/org/elasticsearch/action/admin/cluster/repositories/get/TransportGetRepositoriesAction.java","L14918","8","0","71","1","474","3","4","3"
"L15479","PutRepositoryAction.java","src/main/java/org/elasticsearch/action/admin/cluster/repositories/put/PutRepositoryAction.java","L15478","1","0","1","2","18","48","L15075","PutRepositoryAction.java","src/main/java/org/elasticsearch/action/admin/cluster/repositories/put/PutRepositoryAction.java","L15074","1","0","18","1","1466","2","2","0"
"L15480","PutRepositoryRequest.java","src/main/java/org/elasticsearch/action/admin/cluster/repositories/put/PutRepositoryRequest.java","L15478","11","0","17","3","137","282","L15076","PutRepositoryRequest.java","src/main/java/org/elasticsearch/action/admin/cluster/repositories/put/PutRepositoryRequest.java","L15074","11","0","137","1","1466","3","4","0"
"L15481","PutRepositoryRequestBuilder.java","src/main/java/org/elasticsearch/action/admin/cluster/repositories/put/PutRepositoryRequestBuilder.java","L15478","1","0","9","0","43","125","L15077","PutRepositoryRequestBuilder.java","src/main/java/org/elasticsearch/action/admin/cluster/repositories/put/PutRepositoryRequestBuilder.java","L15074","1","0","43","1","1466","2","2","0"
"L15482","PutRepositoryResponse.java","src/main/java/org/elasticsearch/action/admin/cluster/repositories/put/PutRepositoryResponse.java","L15478","1","0","1","2","22","53","L15078","PutRepositoryResponse.java","src/main/java/org/elasticsearch/action/admin/cluster/repositories/put/PutRepositoryResponse.java","L15074","1","0","22","1","1466","3","3","0"
"L15483","TransportPutRepositoryAction.java","src/main/java/org/elasticsearch/action/admin/cluster/repositories/put/TransportPutRepositoryAction.java","L15478","1","0","1","1","58","95","L15079","TransportPutRepositoryAction.java","src/main/java/org/elasticsearch/action/admin/cluster/repositories/put/TransportPutRepositoryAction.java","L15074","1","0","58","1","1466","2","3","3"
"L15728","ClusterRerouteAction.java","src/main/java/org/elasticsearch/action/admin/cluster/reroute/ClusterRerouteAction.java","L15727","1","0","1","2","18","46","L15319","ClusterRerouteAction.java","src/main/java/org/elasticsearch/action/admin/cluster/reroute/ClusterRerouteAction.java","L15318","1","0","18","1","1466","3","3","0"
"L15729","ClusterRerouteRequest.java","src/main/java/org/elasticsearch/action/admin/cluster/reroute/ClusterRerouteRequest.java","L15727","8","0","5","4","74","124","L15320","ClusterRerouteRequest.java","src/main/java/org/elasticsearch/action/admin/cluster/reroute/ClusterRerouteRequest.java","L15318","8","0","74","1","762","5","10","0"
"L15730","ClusterRerouteRequestBuilder.java","src/main/java/org/elasticsearch/action/admin/cluster/reroute/ClusterRerouteRequestBuilder.java","L15727","1","0","4","1","28","69","L15321","ClusterRerouteRequestBuilder.java","src/main/java/org/elasticsearch/action/admin/cluster/reroute/ClusterRerouteRequestBuilder.java","L15318","1","0","28","1","1466","5","8","0"
"L15731","ClusterRerouteResponse.java","src/main/java/org/elasticsearch/action/admin/cluster/reroute/ClusterRerouteResponse.java","L15727","1","0","2","2","30","66","L15322","ClusterRerouteResponse.java","src/main/java/org/elasticsearch/action/admin/cluster/reroute/ClusterRerouteResponse.java","L15318","1","0","30","1","474","4","8","0"
"L15732","TransportClusterRerouteAction.java","src/main/java/org/elasticsearch/action/admin/cluster/reroute/TransportClusterRerouteAction.java","L15727","2","0","1","1","86","127","L15323","TransportClusterRerouteAction.java","src/main/java/org/elasticsearch/action/admin/cluster/reroute/TransportClusterRerouteAction.java","L15318","2","0","86","1","230","6","14","3"
